OBJECTID,PlanningRegion,ARCModelingArea,GEOID,LogRecNo,SumLevel,NAME,OccHU_e19,OccHU_m19,VehicAvail0_e19,VehicAvail0_m19,pVehicAvail0_e19,pVehicAvail0_m19,VehicAvail1_e19,VehicAvail1_m19,pVehicAvail1_e19,pVehicAvail1_m19,VehicAvail2_e19,VehicAvail2_m19,pVehicAvail2_e19,pVehicAvail2_m19,VehicAvail3P_e19,VehicAvail3P_m19,pVehicAvail3P_e19,pVehicAvail3P_m19,SHAPE_Length,SHAPE_Area
134,Middle Georgia,No,31047,3607,ZCTA,ZCTA5 31047,5118,402,114,117,2.2,2.3,955,282,18.7,5.3,2300,381,44.9,6.6,1749,294,34.2,5.1,0.992088630033877,0.0181688741523
135,River Valley,No,31735,3785,ZCTA,ZCTA5 31735,370,104,25,40,6.8,10.7,107,62,28.9,14.8,138,65,37.3,14,100,61,27,14.7,0.44379976885446,0.00648427852801164
136,Heart of Georgia Altamaha,No,30429,3374,ZCTA,ZCTA5 30429,45,33,0,18,0,40.9,37,34,82.2,44.9,8,18,17.8,38.7,0,32,0,70.8,0.0613308945087874,5.38748577375918e-05
137,Atlanta Regional Commission,Yes,30044,3176,ZCTA,ZCTA5 30044,26988,542,742,229,2.7,0.8,7786,632,28.8,2.3,11703,758,43.4,2.7,6757,590,25,2.1,0.541768431012624,0.00623812307849813
138,Heart of Georgia Altamaha,No,31049,3608,ZCTA,ZCTA5 31049,694,117,35,24,5,3.4,129,57,18.6,7.5,339,85,48.8,9.2,191,83,27.5,11.1,1.20525690176616,0.0246282666606337
139,Southwest Georgia,No,31738,3786,ZCTA,ZCTA5 31738,836,122,39,31,4.7,3.7,300,82,35.9,8.4,261,73,31.2,7.5,236,77,28.2,8.3,0.730245645407429,0.0154552332610182
140,Central Savannah River Area,No,30434,3375,ZCTA,ZCTA5 30434,1843,207,287,115,15.6,6,729,169,39.6,8,390,115,21.2,5.8,437,122,23.7,6.1,1.81822694057838,0.0498408507955261
141,Atlanta Regional Commission,Yes,30045,3177,ZCTA,ZCTA5 30045,12434,618,271,160,2.2,1.3,2683,490,21.6,3.8,5699,699,45.8,5.1,3781,579,30.4,4.4,0.792483436761181,0.00557255123146597
142,Middle Georgia,No,31050,3609,ZCTA,ZCTA5 31050,326,105,31,42,9.5,12.5,101,91,31,26.2,139,75,42.6,18.6,55,62,16.9,18.3,0.520522291308191,0.00547475802597484
143,RV / SW,No,31743,3787,ZCTA,ZCTA5 31743,101,62,22,20,21.8,14.9,8,8,7.9,6,62,57,61.4,42.7,9,31,8.9,30.7,0.669877685334936,0.0139756211963902
144,Heart of Georgia Altamaha,No,30436,3376,ZCTA,ZCTA5 30436,4417,315,433,170,9.8,3.8,1459,270,33,5.6,1496,225,33.9,4.5,1029,220,23.3,4.7,2.08166577099073,0.071278834747412
145,Atlanta Regional Commission,Yes,30046,3178,ZCTA,ZCTA5 30046,12870,467,887,238,6.9,1.8,4566,536,35.5,4,4800,527,37.3,3.9,2617,409,20.3,3.1,0.413903269604966,0.00398390307040499
146,Southwest Georgia,No,31744,3788,ZCTA,ZCTA5 31744,1215,144,51,33,4.2,2.6,354,83,29.1,5.9,552,130,45.4,9.2,258,89,21.2,6.9,1.37350584795645,0.0304733739200724
147,Heart of Georgia Altamaha,No,30438,3377,ZCTA,ZCTA5 30438,17,14,0,18,0,108.1,10,12,58.8,48.6,3,14,17.6,83,4,27,23.5,155,0.0482535041504255,7.94176765716254e-05
148,Atlanta Regional Commission,Yes,30047,3179,ZCTA,ZCTA5 30047,20739,552,423,108,2,0.5,4931,481,23.8,2.2,8614,603,41.5,2.7,6771,561,32.6,2.6,0.740237727948721,0.00708407390226783
149,Southwest Georgia,No,31747,3789,ZCTA,ZCTA5 31747,78,37,7,10,9,11.9,19,16,24.4,16.3,26,23,33.3,24.9,26,26,33.3,29.9,0.0499578149875146,0.000194816513812435
150,Heart of Georgia Altamaha,No,30439,3378,ZCTA,ZCTA5 30439,4003,190,432,134,10.8,3.3,1441,208,36,4.9,1264,185,31.6,4.4,866,146,21.6,3.5,1.55152656177571,0.0615255152267295
151,Southern Georgia,No,31749,3790,ZCTA,ZCTA5 31749,981,114,56,46,5.7,4.6,335,100,34.1,9.4,418,119,42.6,11.1,172,69,17.5,6.7,0.712594093424223,0.0148974487455618
152,CSRA / HOGA,No,30441,3379,ZCTA,ZCTA5 30441,695,111,38,21,5.5,2.8,243,79,35,9.8,238,77,34.2,9.6,176,61,25.3,7.8,1.64952205966523,0.0460987026026133
153,Southern Georgia,No,31750,3791,ZCTA,ZCTA5 31750,6815,361,853,216,12.5,3.1,2970,375,43.6,5,1729,290,25.4,4,1263,251,18.5,3.6,1.7657567969121,0.0705966168026962
154,Central Savannah River Area,No,30442,3380,ZCTA,ZCTA5 30442,3008,232,366,172,12.2,5.6,1048,246,34.8,7.7,1076,223,35.8,6.9,518,170,17.2,5.5,1.86230981871557,0.0788967153314948
155,Southwest Georgia,No,31756,3792,ZCTA,ZCTA5 31756,355,120,34,42,9.6,11.4,86,82,24.2,21.6,125,84,35.2,20.4,110,78,31,19.3,0.614569775119931,0.00978543299167936
156,Heart of Georgia Altamaha,No,30445,3381,ZCTA,ZCTA5 30445,1149,137,150,62,13.1,5.2,294,76,25.6,5.9,452,87,39.3,5.9,253,88,22,7.2,1.22433555237574,0.0203139252185449
157,Southwest Georgia,No,31757,3793,ZCTA,ZCTA5 31757,4100,256,98,66,2.4,1.6,1157,228,28.2,5.3,1471,256,35.9,5.8,1374,272,33.5,6.3,0.96323773212549,0.021151897560085
158,Coastal Regional Commission,No,30446,3382,ZCTA,ZCTA5 30446,360,74,29,21,8.1,5.5,127,47,35.3,11,95,35,26.4,8.2,109,53,30.3,13.2,1.12757510013772,0.0166230208028466
159,Southwest Georgia,No,31763,3794,ZCTA,ZCTA5 31763,8403,348,169,85,2,1,2567,381,30.5,4.4,3321,384,39.5,4.3,2346,345,27.9,3.9,1.86181081616068,0.0631607771763795
160,RV / SW,No,31764,3795,ZCTA,ZCTA5 31764,477,86,29,25,6.1,5.1,54,26,11.3,5.1,157,67,32.9,12.8,237,76,49.7,13.2,1.09721831647032,0.0196766461503531
161,Southwest Georgia,No,31765,3796,ZCTA,ZCTA5 31765,1109,156,100,38,9,3.2,197,68,17.8,5.6,562,164,50.7,13,250,94,22.5,7.9,0.947346884130216,0.0209560855143867
162,Southwest Georgia,No,31768,3797,ZCTA,ZCTA5 31768,7843,443,754,175,9.6,2.2,3090,403,39.4,4.6,2384,313,30.4,3.6,1615,321,20.6,3.9,1.39579269026254,0.0378601628722223
163,Southwest Georgia,No,31771,3798,ZCTA,ZCTA5 31771,2015,246,141,104,7,5.1,564,158,28,7,726,159,36,6.5,584,164,29,7.3,1.21663814975178,0.0269346631828231
164,Southwest Georgia,No,31772,3799,ZCTA,ZCTA5 31772,179,60,0,18,0,10.3,28,31,15.6,16.4,73,41,40.8,18.5,78,57,43.6,28.6,0.709768586973781,0.0158280034831
165,Southwest Georgia,No,31773,3800,ZCTA,ZCTA5 31773,1471,165,14,17,1,1.2,474,119,32.2,7.2,563,129,38.3,7.6,420,127,28.6,8,1.10002473608845,0.021011450235128
166,Southern Georgia,No,31774,3801,ZCTA,ZCTA5 31774,2400,221,196,87,8.2,3.6,1064,218,44.3,8.1,613,126,25.5,4.7,527,140,22,5.5,1.17054797295224,0.0421980655290953
167,SG / SW,No,31775,3802,ZCTA,ZCTA5 31775,1142,189,45,40,3.9,3.5,405,131,35.5,9.8,460,126,40.3,8.8,232,88,20.3,7,0.835025997692548,0.0114874129496407
168,SG / SW,No,31778,3803,ZCTA,ZCTA5 31778,949,114,44,22,4.6,2.3,333,97,35.1,9.3,299,70,31.5,6.4,273,78,28.8,7.4,0.828390047012886,0.026174785956853
169,Southwest Georgia,No,31779,3804,ZCTA,ZCTA5 31779,3171,293,528,187,16.7,5.7,1015,266,32,7.8,992,216,31.3,6.2,636,173,20.1,5.1,1.41728791879028,0.0348438726723232
170,River Valley,No,31780,3805,ZCTA,ZCTA5 31780,794,136,35,28,4.4,3.4,281,100,35.4,11,289,122,36.4,14.1,189,75,23.8,8.6,1.15352670446298,0.0248585245482669
171,Southwest Georgia,No,31781,3806,ZCTA,ZCTA5 31781,760,128,74,58,9.7,7.5,191,79,25.1,9.5,324,100,42.6,11.1,171,73,22.5,8.9,0.692787456391098,0.00674792275003808
172,Southern Georgia,No,31783,3807,ZCTA,ZCTA5 31783,414,108,58,53,14,12.3,121,59,29.2,11.9,134,65,32.4,13.3,101,53,24.4,11.2,1.1480375498567,0.0248624311844621
173,Middle Georgia,No,31207,3653,ZCTA,ZCTA5 31207,0,13,0,18,,,0,18,,,0,18,,,0,32,,,0.0332995977463174,4.31246853201144e-05
174,Middle Georgia,No,31210,3654,ZCTA,ZCTA5 31210,13794,466,892,225,6.5,1.6,5072,503,36.8,3.4,5536,471,40.1,3.1,2294,310,16.6,2.2,0.583062579367639,0.0104123266318693
175,Northwest Georgia,No,30165,3248,ZCTA,ZCTA5 30165,15003,409,1174,238,7.8,1.6,4487,480,29.9,3.1,5525,535,36.8,3.4,3817,455,25.4,3,2.11234464063801,0.0431566135375694
176,River Valley,No,31905,3850,ZCTA,ZCTA5 31905,3538,220,41,41,1.2,1.1,820,137,23.2,3.6,2179,177,61.6,3.2,498,113,14.1,3.1,1.13028985604284,0.00968944416712556
177,Middle Georgia,No,31211,3655,ZCTA,ZCTA5 31211,6352,316,551,201,8.7,3.1,2398,410,37.8,6.2,2020,331,31.8,5,1383,264,21.8,4,0.808930991246557,0.0123390988311811
178,Middle Georgia,No,31213,3656,ZCTA,ZCTA5 31213,0,13,0,18,,,0,18,,,0,18,,,0,32,,,0.00643369949341418,2.50832887851461e-06
179,Middle Georgia,No,31216,3657,ZCTA,ZCTA5 31216,5976,274,173,86,2.9,1.4,1661,291,27.8,4.7,2558,344,42.8,5.4,1584,280,26.5,4.5,0.844987917498533,0.0138509055065616
180,Middle Georgia,No,31217,3658,ZCTA,ZCTA5 31217,5942,311,639,152,10.8,2.5,2164,267,36.4,4.1,1864,294,31.4,4.7,1275,226,21.5,3.6,1.61204656634846,0.0249080383352198
181,Middle Georgia,No,31220,3659,ZCTA,ZCTA5 31220,5668,305,130,72,2.3,1.3,1869,294,33,4.9,2367,289,41.8,4.6,1302,262,23,4.4,0.788847903175055,0.0125063907398316
182,Coastal Regional Commission,No,31301,3660,ZCTA,ZCTA5 31301,1670,312,119,79,7.1,4.5,768,236,46,11.2,427,131,25.6,6.2,356,146,21.3,7.8,0.435843946809033,0.00293320466422062
183,Coastal Regional Commission,No,31302,3661,ZCTA,ZCTA5 31302,3224,312,173,98,5.4,3,902,188,28,5.2,1320,253,40.9,6.8,829,181,25.7,5,0.85154448799963,0.0112280113040985
184,Coastal Regional Commission,No,31303,3662,ZCTA,ZCTA5 31303,892,171,0,18,0,2.1,96,63,10.8,6.8,359,125,40.2,11.7,437,147,49,13.6,0.938051347634407,0.0206264549143811
185,Coastal Regional Commission,No,31304,3663,ZCTA,ZCTA5 31304,35,51,0,18,0,52.5,35,53,100,37.1,0,18,0,52.5,0,32,0,91,0.152643785689661,0.000652561367612487
186,Northeast Georgia,No,30663,3495,ZCTA,ZCTA5 30663,1171,115,76,46,6.5,3.9,314,98,26.8,7.9,336,82,28.7,6.4,445,100,38,7.7,0.984237868748298,0.0141330152774533
187,Coastal Regional Commission,No,31305,3664,ZCTA,ZCTA5 31305,2343,246,152,98,6.5,4.1,770,200,32.9,7.8,953,220,40.7,8.3,468,176,20,7.2,1.11407042530256,0.0113451111644997
188,Northwest Georgia,No,30726,3516,ZCTA,ZCTA5 30726,0,13,0,18,,,0,18,,,0,18,,,0,32,,,0.0443349133580034,3.36588067854543e-05
189,Coastal Regional Commission,No,31307,3665,ZCTA,ZCTA5 31307,328,124,0,18,0,5.6,0,18,0,5.6,134,89,40.9,22.3,194,106,59.1,23.4,0.204746521192139,0.000983104681746986
190,Northwest Georgia,No,30728,3517,ZCTA,ZCTA5 30728,7582,424,512,196,6.8,2.6,2027,317,26.7,3.9,2650,364,35,4.4,2393,375,31.6,4.6,1.76105372568209,0.0443146556553713
191,Northwest Georgia,No,30730,3518,ZCTA,ZCTA5 30730,701,98,24,23,3.4,3.2,146,67,20.8,9.1,264,85,37.7,11,267,76,38.1,9.4,0.634240204752651,0.0140600569763868
192,Coastal Regional Commission,No,31308,3666,ZCTA,ZCTA5 31308,2819,247,140,90,5,3.2,821,187,29.1,6.1,1095,219,38.8,7,763,168,27.1,5.5,1.16251309282394,0.0215014882609404
193,Northwest Georgia,No,30731,3519,ZCTA,ZCTA5 30731,991,168,36,24,3.6,2.4,276,111,27.9,10.1,351,87,35.4,6.4,328,114,33.1,10.1,1.13521965960724,0.0220959097239874
194,Coastal Regional Commission,No,31309,3667,ZCTA,ZCTA5 31309,396,100,59,32,14.9,7.1,131,74,33.1,16.6,66,37,16.7,8.4,140,86,35.4,19.8,0.410338131056446,0.00643747263387908
195,Northwest Georgia,No,30733,3520,ZCTA,ZCTA5 30733,752,129,34,27,4.5,3.5,355,125,47.2,14.6,201,82,26.7,9.9,162,62,21.5,7.4,0.350061470773564,0.00392011605443604
196,Northwest Georgia,No,30734,3521,ZCTA,ZCTA5 30734,1339,204,30,36,2.2,2.7,416,169,31.1,11.7,577,159,43.1,9.9,316,157,23.6,11.1,1.0683389849625,0.0194725018155871
197,Northwest Georgia,No,30735,3522,ZCTA,ZCTA5 30735,2389,306,161,137,6.7,5.7,537,161,22.5,6.1,936,227,39.2,8,755,219,31.6,8.2,1.10181254069598,0.0159964791907316
198,Northwest Georgia,No,30736,3523,ZCTA,ZCTA5 30736,15497,502,420,153,2.7,1,3476,412,22.4,2.6,6860,589,44.3,3.5,4741,463,30.6,2.8,1.2298429748372,0.0329034619860505
199,Northwest Georgia,No,30738,3524,ZCTA,ZCTA5 30738,1589,184,63,46,4,2.9,434,133,27.3,7.8,623,137,39.2,7.3,469,125,29.5,7.1,1.22624728844334,0.0219815051478925
200,Northwest Georgia,No,30739,3525,ZCTA,ZCTA5 30739,2304,208,17,34,0.7,1.5,504,156,21.9,6.5,1021,254,44.3,10.3,762,190,33.1,7.7,0.66246303332333,0.00641268059323246
201,Northwest Georgia,No,30740,3526,ZCTA,ZCTA5 30740,3275,306,151,88,4.6,2.6,883,211,27,5.9,1456,247,44.5,6.3,785,197,24,5.6,0.695651441924841,0.0129880116178554
202,Northwest Georgia,No,30741,3527,ZCTA,ZCTA5 30741,11545,552,712,217,6.2,1.9,4075,425,35.3,3.3,4484,468,38.8,3.6,2274,351,19.7,2.9,0.695983535729553,0.00637199752722858
203,Northwest Georgia,No,30742,3528,ZCTA,ZCTA5 30742,2987,271,423,213,14.2,7,1026,234,34.3,7.2,1179,267,39.5,8.2,359,125,12,4,0.246364607843801,0.000856110412321891
204,Northwest Georgia,No,30746,3529,ZCTA,ZCTA5 30746,465,133,36,41,7.7,8.6,185,141,39.8,28.2,154,77,33.1,13.5,90,70,19.4,13.9,0.393796086664572,0.00424803885360491
205,Northwest Georgia,No,30747,3530,ZCTA,ZCTA5 30747,5745,330,458,146,8,2.5,1576,228,27.4,3.7,1967,280,34.2,4.5,1744,250,30.4,4,1.88215558718894,0.0465832891320938
206,Northwest Georgia,No,30750,3531,ZCTA,ZCTA5 30750,1268,150,30,26,2.4,2,375,94,29.6,6.6,472,103,37.2,6.8,391,95,30.8,6.5,0.40695765582509,0.0033719267472901
207,Northwest Georgia,No,30751,3532,ZCTA,ZCTA5 30751,20,24,0,18,0,91.9,0,18,0,91.9,0,18,0,91.9,20,38,100,145.3,0.0766776092956418,0.000145337807455556
208,Northwest Georgia,No,30752,3533,ZCTA,ZCTA5 30752,3517,257,175,88,5,2.5,984,204,28,5.4,1404,208,39.9,5.1,954,206,27.1,5.5,0.791192174079166,0.0199247889174629
209,Northwest Georgia,No,30753,3534,ZCTA,ZCTA5 30753,2496,218,67,42,2.7,1.7,770,179,30.8,6.6,891,191,35.7,7,768,178,30.8,6.6,0.728980025892582,0.0104254538265252
210,Northwest Georgia,No,30755,3535,ZCTA,ZCTA5 30755,3501,279,126,66,3.6,1.9,993,221,28.4,5.9,1498,261,42.8,6.6,884,191,25.2,5.1,0.613743491914641,0.0091075269029558
211,Northwest Georgia,No,30756,3536,ZCTA,ZCTA5 30756,71,60,12,22,16.9,27.8,46,56,64.8,56.9,13,14,18.3,13.2,0,32,0,44.8,0.0556974199831084,3.45393232544302e-05
212,Northwest Georgia,No,30757,3537,ZCTA,ZCTA5 30757,891,229,124,119,13.9,12.8,323,177,36.3,17.5,308,150,34.6,14.3,136,85,15.3,8.7,0.495394990113525,0.00438975771880717
213,Central Savannah River Area,No,30802,3538,ZCTA,ZCTA5 30802,1814,248,14,29,0.8,1.6,451,157,24.9,8,711,204,39.2,9.9,638,168,35.2,7.9,1.1860562341584,0.0372132435673637
214,Central Savannah River Area,No,30803,3539,ZCTA,ZCTA5 30803,298,56,1,13,0.3,4.5,48,19,16.1,5.5,140,47,47,12.9,109,41,36.6,12.1,0.828056381505412,0.0138552176863383
215,Central Savannah River Area,No,30805,3540,ZCTA,ZCTA5 30805,896,142,30,32,3.3,3.5,240,96,26.8,9.9,365,101,40.7,9.2,261,91,29.1,9,0.960878624142498,0.00888551620315094
216,Atlanta Regional Commission,Yes,30294,3316,ZCTA,ZCTA5 30294,14021,611,407,141,2.9,1,4159,581,29.7,3.9,4980,599,35.5,4,4475,572,31.9,3.8,0.867119344865509,0.00821639193074535
217,Three Rivers,No,30295,3317,ZCTA,ZCTA5 30295,1528,177,61,44,4,2.8,380,115,24.9,7,626,144,41,8.2,461,131,30.2,7.9,0.747894339790017,0.0111286641475766
218,Atlanta Regional Commission,Yes,30296,3318,ZCTA,ZCTA5 30296,9101,465,195,97,2.1,1.1,3093,471,34,4.9,3755,458,41.3,4.6,2058,351,22.6,3.7,0.363015662719762,0.00267426577567971
219,Southwest Georgia,No,39866,3877,ZCTA,ZCTA5 39866,138,42,15,13,10.9,8.7,63,27,45.7,13.6,45,28,32.6,17.8,15,18,10.9,12.4,0.907555715765943,0.0139849736449794
220,Atlanta Regional Commission,Yes,30297,3319,ZCTA,ZCTA5 30297,9279,417,1179,297,12.7,3.1,4010,409,43.2,4,2611,361,28.1,3.7,1479,292,15.9,3.1,0.389597307723212,0.00277675461523028
221,River Valley,No,39867,3878,ZCTA,ZCTA5 39867,182,73,5,15,2.7,8.3,103,56,56.6,20.4,19,22,10.4,11.5,55,43,30.2,20.1,1.3166766089094,0.0215101532853015
222,Atlanta Regional Commission,Yes,30303,3320,ZCTA,ZCTA5 30303,1314,207,437,129,33.3,8.3,684,188,52.1,11.8,181,74,13.8,5.2,12,47,0.9,3.5,0.11144421545236,0.000263003646646765
223,Atlanta Regional Commission,Yes,30305,3321,ZCTA,ZCTA5 30305,12706,456,925,271,7.3,2.1,5684,579,44.7,4.3,4623,481,36.4,3.6,1474,262,11.6,2,0.257421959588469,0.00163108248217023
224,Atlanta Regional Commission,Yes,30306,3322,ZCTA,ZCTA5 30306,10886,351,499,160,4.6,1.5,4283,439,39.3,3.8,5051,369,46.4,3,1053,183,9.7,1.6,0.204810412043956,0.00110569752313064
225,Southwest Georgia,No,39870,3879,ZCTA,ZCTA5 39870,863,118,74,47,8.6,5.3,324,106,37.5,11.1,238,77,27.6,8.1,227,85,26.3,9.2,1.59343986069283,0.0464932492269737
226,GM / NE,No,30530,3424,ZCTA,ZCTA5 30530,2487,263,103,73,4.1,2.9,684,149,27.5,5.2,836,180,33.6,6.3,864,217,34.7,7.9,1.08301296523797,0.0200137000003818
227,Atlanta Regional Commission,Yes,30307,3323,ZCTA,ZCTA5 30307,9027,336,601,133,6.7,1.5,3835,373,42.5,3.8,3576,294,39.6,2.9,1015,177,11.2,1.9,0.279496465863105,0.00115196942796036
228,RV / SW,No,39877,3880,ZCTA,ZCTA5 39877,193,55,2,14,1,7,69,36,35.8,15.7,78,35,40.4,13.9,44,37,22.8,18,0.77778074214711,0.0101613121158059
229,Georgia Mountains,Partial,30531,3425,ZCTA,ZCTA5 30531,3702,275,318,149,8.6,4,1150,233,31.1,5.8,1258,246,34,6.1,976,201,26.4,5.1,0.836794531853571,0.00983413777574564
230,Atlanta Regional Commission,Yes,30308,3324,ZCTA,ZCTA5 30308,11617,532,1890,348,16.3,2.9,6500,471,56,3.1,2826,365,24.3,2.9,401,170,3.5,1.5,0.127978759896048,0.000401959606737856
231,Southwest Georgia,No,39885,3881,ZCTA,ZCTA5 39885,34,20,0,18,0,54.1,10,11,29.4,26,13,13,38.2,29.2,11,28,32.4,81.6,0.0433909631894513,7.32334551143999e-05
232,Georgia Mountains,Partial,30533,3426,ZCTA,ZCTA5 30533,9634,392,324,161,3.4,1.7,2603,371,27,3.7,4044,453,42,4.4,2663,385,27.6,3.8,1.54024885335078,0.0559842182343372
233,Atlanta Regional Commission,Yes,30309,3325,ZCTA,ZCTA5 30309,15565,574,1480,315,9.5,2,8770,723,56.3,4.2,4370,499,28.1,3,945,219,6.1,1.4,0.190999250070473,0.000871039449016405
234,Atlanta Regional Commission,Yes,30002,3149,ZCTA,ZCTA5 30002,2817,192,357,97,12.7,3.3,1243,209,44.1,6.8,952,132,33.8,4.1,265,92,9.4,3.2,0.166664373856407,0.000429655889631646
235,RV / SW,No,39886,3882,ZCTA,ZCTA5 39886,611,112,101,43,16.5,6.4,205,71,33.6,9.8,158,59,25.9,8.4,147,56,24.1,7.9,1.38820919984757,0.0304921665624265
236,ARC / GM / NW,Partial,30534,3427,ZCTA,ZCTA5 30534,10677,476,217,131,2,1.2,2700,402,25.3,3.6,4576,415,42.9,3.4,3184,409,29.8,3.6,2.03200324098394,0.0593371533147432
237,Atlanta Regional Commission,Yes,30310,3326,ZCTA,ZCTA5 30310,11356,361,3161,322,27.8,2.7,4961,397,43.7,3.2,2340,253,20.6,2.1,894,174,7.9,1.5,0.316329655710007,0.00222415865990271
238,ARC / GM,Yes,30004,3150,ZCTA,ZCTA5 30004,23005,670,406,207,1.8,0.9,6211,695,27,2.9,10230,716,44.5,2.8,6158,608,26.8,2.5,1.06376386387621,0.0147141286538551
239,Georgia Mountains,No,30535,3428,ZCTA,ZCTA5 30535,2901,209,155,93,5.3,3.2,603,160,20.8,5.3,1178,192,40.6,5.9,965,186,33.3,6,0.537995991896593,0.00750651653055286
240,Atlanta Regional Commission,Yes,30311,3327,ZCTA,ZCTA5 30311,14485,545,3953,449,27.3,2.9,6296,593,43.5,3.8,2979,450,20.6,3,1257,228,8.7,1.5,0.310940472255489,0.00314076592886506
241,ARC / GM,Yes,30005,3151,ZCTA,ZCTA5 30005,13526,440,342,153,2.5,1.1,3331,382,24.6,2.7,6839,476,50.6,3.1,3014,333,22.3,2.4,0.47801605238315,0.00376148181421893
242,Northwest Georgia,No,30536,3429,ZCTA,ZCTA5 30536,3466,282,102,56,2.9,1.6,1007,241,29.1,6.5,1450,253,41.8,6.5,907,179,26.2,4.7,1.28359156241362,0.0393231480715037
243,Atlanta Regional Commission,Yes,30312,3328,ZCTA,ZCTA5 30312,12402,540,2423,376,19.5,2.9,5967,515,48.1,3.6,3410,373,27.5,2.8,602,148,4.9,1.2,0.25688053312734,0.000845170744880913
244,Atlanta Regional Commission,Yes,30008,3152,ZCTA,ZCTA5 30008,11220,404,1040,309,9.3,2.7,4257,506,37.9,4.3,4071,546,36.3,4.7,1852,311,16.5,2.7,0.431620413295226,0.00238981656013112
245,Southwest Georgia,No,39897,3883,ZCTA,ZCTA5 39897,1350,176,46,34,3.4,2.5,449,133,33.3,8.8,490,121,36.3,7.6,365,117,27,7.9,1.16198708605479,0.0349736463232563
246,Georgia Mountains,No,30537,3430,ZCTA,ZCTA5 30537,617,99,16,15,2.6,2.3,165,48,26.7,6.4,326,79,52.8,9.6,110,61,17.8,9.5,0.69456446502138,0.00518961993944896
247,Atlanta Regional Commission,Yes,30313,3329,ZCTA,ZCTA5 30313,2249,189,428,125,19,5.3,1221,178,54.3,6.5,473,134,21,5.7,127,75,5.6,3.3,0.135937303126751,0.000279695892000453
248,Atlanta Regional Commission,Yes,30009,3153,ZCTA,ZCTA5 30009,6929,464,384,125,5.5,1.8,2361,377,34.1,4.9,3013,401,43.5,5,1171,272,16.9,3.8,0.512043003614625,0.00244728467842843
249,Georgia Mountains,No,30538,3431,ZCTA,ZCTA5 30538,1191,242,60,74,5,6.1,209,123,17.5,9.7,442,164,37.1,11.6,480,151,40.3,9.6,0.563944853599235,0.00653877246328546
250,Atlanta Regional Commission,Yes,30314,3330,ZCTA,ZCTA5 30314,7590,296,2436,287,32.1,3.6,3512,326,46.3,3.9,1290,198,17,2.5,352,101,4.6,1.3,0.232098731680559,0.00116709316280808
251,ARC / NE,Yes,30011,3154,ZCTA,ZCTA5 30011,4943,263,124,59,2.5,1.2,1207,181,24.4,3.4,1810,269,36.6,5.1,1802,301,36.5,5.8,0.602927779012402,0.00677199481878922
252,Northwest Georgia,No,30540,3432,ZCTA,ZCTA5 30540,7632,508,439,133,5.8,1.7,2235,400,29.3,4.9,2797,386,36.6,4.4,2161,348,28.3,4.2,1.26613155701958,0.0511935463733129
253,Atlanta Regional Commission,Yes,30315,3331,ZCTA,ZCTA5 30315,12564,412,3301,338,26.3,2.6,5762,441,45.9,3.2,2501,278,19.9,2.1,1000,190,8,1.5,0.322561983195085,0.0028545960436038
254,ARC / NE,Yes,30012,3155,ZCTA,ZCTA5 30012,9932,405,708,231,7.1,2.3,4322,479,43.5,4.5,3305,421,33.3,4,1597,314,16.1,3.1,0.594325547039068,0.011047226387871
255,Northwest Georgia,No,30541,3433,ZCTA,ZCTA5 30541,598,143,39,38,6.5,6.2,141,76,23.6,11.4,149,80,24.9,11.9,269,122,45,17.3,1.0854003652784,0.0179732019881271
256,Atlanta Regional Commission,Yes,30316,3332,ZCTA,ZCTA5 30316,13399,444,1044,248,7.8,1.8,5157,518,38.5,3.7,5513,446,41.1,3,1685,285,12.6,2.1,0.349907037934834,0.00316681343312046
257,ARC / NE,Yes,30013,3156,ZCTA,ZCTA5 30013,9584,511,430,183,4.5,1.9,3124,438,32.6,4.2,3457,433,36.1,4.1,2573,470,26.8,4.7,0.631475284863095,0.00724530074041521
258,Georgia Mountains,Yes,30542,3434,ZCTA,ZCTA5 30542,12449,347,266,108,2.1,0.9,2606,326,20.9,2.6,5648,411,45.4,3,3929,344,31.6,2.6,0.760386701529368,0.0126304092941011
259,Atlanta Regional Commission,Yes,30317,3333,ZCTA,ZCTA5 30317,5584,243,556,163,10,2.9,1926,264,34.5,4.5,2601,271,46.6,4.4,501,113,9,2,0.237024369213739,0.000892988140710427
260,Northeast Georgia,Partial,30014,3157,ZCTA,ZCTA5 30014,13389,653,992,201,7.4,1.5,3925,445,29.3,3,4980,518,37.2,3.4,3492,471,26.1,3.3,1.80577224261252,0.0305334499420825
261,GM / NE,Partial,30543,3435,ZCTA,ZCTA5 30543,1357,156,25,26,1.8,1.9,240,82,17.7,5.7,609,144,44.9,9.3,483,115,35.6,7.4,0.887158616664459,0.00961502416633978
262,Atlanta Regional Commission,Yes,30318,3334,ZCTA,ZCTA5 30318,22170,696,3429,424,15.5,1.9,10532,702,47.5,2.8,6774,567,30.6,2.4,1435,310,6.5,1.4,0.559032314976152,0.00518815759350064
263,Northeast Georgia,Yes,30016,3158,ZCTA,ZCTA5 30016,18563,566,685,279,3.7,1.5,4760,738,25.6,3.9,7601,750,40.9,3.8,5517,619,29.7,3.2,0.988999086389291,0.0233218385811955
264,Georgia Mountains,No,30545,3436,ZCTA,ZCTA5 30545,419,87,48,28,11.5,6.2,87,35,20.8,7.3,221,73,52.7,13.7,63,38,15,8.6,0.626035868831146,0.0101278645034457
